選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
阿部　翔太,1105153,2024,オリックス,17,0,1,0,4,4,0,0,0,0,63,"14
.2",12,0,7,0,13,0,0,3,3,1.84
阿部　翔太,1105153,2025,オリックス,16,0,0,0,0,0,0,0,0,0,62,"14
.2",14,2,6,0,12,0,0,5,5,3.07
阿部　翔太,1105153,2026,オリックス,1,0,0,0,0,0,0,0,0,0,6,"0
.2",4,1,0,0,1,0,0,3,3,40.5
山﨑　颯一郎,33335134,2021,オリックス,9,2,2,0,0,0,0,0,0,0.5,169,39,32,1,20,5,29,0,0,16,16,3.69
山﨑　颯一郎,33335134,2022,オリックス,15,0,2,1,6,6,0,0,0,0,145,36,30,2,10,1,29,0,0,15,12,3
山﨑　颯一郎,33335134,2023,オリックス,53,1,1,9,27,28,0,0,0,0.5,211,52,42,3,18,0,60,0,0,12,12,2.08
山﨑　颯一郎,33335134,2024,オリックス,7,0,1,0,0,0,0,0,0,0,28,"6
.2",7,0,3,0,2,0,0,1,1,1.35
山﨑　颯一郎,33335134,2025,オリックス,28,2,1,0,4,6,0,0,0,0.667,116,"27
.1",24,5,11,2,32,2,0,14,13,4.28
山﨑　颯一郎,33335134,2026,オリックス,16,1,1,0,6,7,0,0,0,0.5,62,15,12,1,4,1,15,0,0,5,5,3
九里　亜蓮,71775139,2014,広島東洋,20,2,5,0,0,0,0,0,0,0.286,366,"83
.1",93,9,31,6,50,3,2,45,37,4
九里　亜蓮,71775139,2015,広島東洋,7,0,1,0,1,1,0,0,0,0,75,16,19,3,7,1,10,1,0,10,8,4.5
九里　亜蓮,71775139,2016,広島東洋,27,2,2,0,0,1,0,0,0,0.5,351,80,79,9,37,1,52,0,0,47,40,4.5
九里　亜蓮,71775139,2017,広島東洋,35,9,5,0,2,6,0,0,0,0.643,494,"116
.1",111,7,44,4,97,1,0,51,47,3.64
九里　亜蓮,71775139,2018,広島東洋,24,8,4,0,0,0,1,0,1,0.667,524,"120
.1",129,13,41,4,86,2,0,60,57,4.26
九里　亜蓮,71775139,2019,広島東洋,27,8,8,0,3,4,1,1,1,0.5,498,118,107,11,41,4,96,1,0,50,46,3.51
九里　亜蓮,71775139,2020,広島東洋,20,8,6,0,0,0,2,1,0,0.571,544,"130
.2",116,11,44,0,106,4,0,46,43,2.96
九里　亜蓮,71775139,2021,広島東洋,25,13,9,0,0,0,2,0,1,0.591,647,149,150,18,51,8,102,4,1,73,63,3.81
九里　亜蓮,71775139,2022,広島東洋,26,6,9,0,0,1,0,0,0,0.4,609,"140
.1",147,13,53,8,121,1,0,55,52,3.33
九里　亜蓮,71775139,2023,広島東洋,26,8,8,0,0,0,3,3,2,0.5,706,"174
.1",142,8,49,10,129,2,0,58,49,2.53
九里　亜蓮,71775139,2024,広島東洋,23,7,10,0,0,0,1,1,0,0.412,529,"131
.2",115,12,29,4,95,1,0,49,47,3.21
九里　亜蓮,71775139,2025,オリックス,25,11,8,0,0,0,2,1,0,0.579,678,"164
.1",155,7,48,6,114,1,2,49,44,2.41
九里　亜蓮,71775139,2026,オリックス,7,3,3,0,0,0,1,1,0,0.5,188,"45
.1",38,2,15,5,47,1,0,17,15,2.98
吉田　輝星,13115138,2019,北海道日本ハム,4,1,3,0,0,0,0,0,0,0.25,59,11,18,3,7,1,13,0,0,15,15,12.27
吉田　輝星,13115138,2020,北海道日本ハム,5,0,2,0,0,0,0,0,0,0,99,"20
.1",26,2,12,1,11,0,0,22,19,8.41
吉田　輝星,13115138,2021,北海道日本ハム,1,0,1,0,0,0,0,0,0,0,14,2,4,1,3,0,2,0,0,7,2,9
吉田　輝星,13115138,2022,北海道日本ハム,51,2,3,0,5,7,0,0,0,0.4,256,"63
.1",53,5,23,1,40,4,0,30,30,4.26
吉田　輝星,13115138,2023,北海道日本ハム,3,0,0,0,0,0,0,0,0,0,15,3,5,1,2,0,2,0,0,3,3,9
吉田　輝星,13115138,2024,オリックス,50,4,0,0,14,18,0,0,0,1,173,"40
.2",40,1,14,5,30,1,0,15,15,3.32
吉田　輝星,13115138,2026,オリックス,6,0,0,0,5,5,0,0,0,0,13,"3
.2",3,0,1,0,2,0,0,0,0,0
齋藤　響介,41745157,2023,オリックス,1,0,0,0,0,0,0,0,0,0,17,4,2,0,2,2,3,0,0,0,0,0
齋藤　響介,41745157,2024,オリックス,8,2,3,0,0,0,0,0,0,0.4,165,"37
.2",29,2,19,2,28,1,0,20,17,4.06
富山　凌雅,61065138,2019,オリックス,1,0,0,0,0,0,0,0,0,0,6,2,0,0,0,0,2,0,0,0,0,0
富山　凌雅,61065138,2020,オリックス,18,0,2,0,3,3,0,0,0,0,77,"18
.1",14,3,10,1,15,0,0,9,9,4.42
富山　凌雅,61065138,2021,オリックス,51,2,1,0,20,22,0,0,0,0.667,189,"46
.1",37,2,17,0,34,0,0,16,14,2.72
富山　凌雅,61065138,2022,オリックス,8,0,0,0,3,3,0,0,0,0,38,"7
.1",10,3,3,0,7,0,0,9,9,11.05
富山　凌雅,61065138,2024,オリックス,16,0,0,0,3,3,0,0,0,0,52,11,10,0,5,3,8,1,0,6,4,3.27
富山　凌雅,61065138,2025,オリックス,5,0,0,0,0,0,0,0,0,0,23,4,6,1,4,1,1,0,0,4,4,9
田嶋　大樹,41045136,2018,オリックス,12,6,3,0,0,0,0,0,0,0.667,291,"68
.2",60,9,24,4,69,2,0,33,31,4.06
田嶋　大樹,41045136,2019,オリックス,10,3,4,0,0,0,0,0,0,0.429,219,"49
.2",48,4,20,1,40,1,0,26,19,3.44
田嶋　大樹,41045136,2020,オリックス,20,4,6,0,0,0,1,1,0,0.4,512,"122
.1",102,14,42,7,89,2,0,57,55,4.05
田嶋　大樹,41045136,2021,オリックス,24,8,8,0,0,0,0,0,0,0.5,608,"143
.1",137,10,48,5,135,4,1,62,57,3.58
田嶋　大樹,41045136,2022,オリックス,20,9,3,0,0,0,1,1,1,0.75,513,125,115,12,37,2,92,3,1,41,37,2.66
田嶋　大樹,41045136,2023,オリックス,13,6,4,0,0,0,0,0,0,0.6,338,"81
.2",73,9,18,2,64,2,0,31,28,3.09
田嶋　大樹,41045136,2024,オリックス,21,6,8,0,0,0,0,0,0,0.429,501,"117
.1",121,10,34,2,87,4,0,51,48,3.68
田嶋　大樹,41045136,2025,オリックス,18,7,7,0,0,0,2,2,2,0.5,440,"106
.1",106,8,24,0,77,2,0,43,37,3.13
田嶋　大樹,41045136,2026,オリックス,4,1,0,0,0,0,0,0,0,1,73,"17
.2",18,1,2,2,10,0,0,9,9,4.58
古田島　成龍,41745159,2024,オリックス,50,2,1,0,24,26,0,0,0,0.667,179,"45
.2",30,2,17,1,43,1,0,6,4,0.79
古田島　成龍,41745159,2025,オリックス,20,2,1,0,6,8,0,0,0,0.667,86,"18
.1",21,1,12,1,14,0,0,9,9,4.42
古田島　成龍,41745159,2026,オリックス,6,0,0,0,3,3,0,0,0,0,26,5,7,1,4,1,4,1,1,4,4,7.2
岩嵜　翔,31335116,2008,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,15,3,7,0,0,0,1,0,0,3,3,9
岩嵜　翔,31335116,2009,福岡ソフトバンク,1,0,1,0,0,0,0,0,0,0,19,"4
.1",7,0,1,0,1,0,0,5,3,6.23
岩嵜　翔,31335116,2010,福岡ソフトバンク,6,0,3,0,0,0,0,0,0,0,105,"22
.1",30,2,9,1,9,0,0,21,20,8.06
岩嵜　翔,31335116,2011,福岡ソフトバンク,13,6,2,0,0,0,2,1,0,0.75,326,"79
.1",70,4,22,5,33,4,0,27,24,2.72
岩嵜　翔,31335116,2012,福岡ソフトバンク,29,5,10,0,3,4,2,0,0,0.333,498,"120
.1",113,5,27,3,77,1,0,46,42,3.14
岩嵜　翔,31335116,2013,福岡ソフトバンク,47,1,4,2,14,15,0,0,0,0.2,297,"68
.2",79,9,14,3,54,2,0,39,33,4.33
岩嵜　翔,31335116,2014,福岡ソフトバンク,18,4,1,0,3,3,0,0,0,0.8,266,62,64,10,15,4,37,0,0,32,28,4.06
岩嵜　翔,31335116,2015,福岡ソフトバンク,8,1,0,0,2,3,0,0,0,1,46,"10
.2",11,3,4,0,5,1,0,8,8,6.75
岩嵜　翔,31335116,2016,福岡ソフトバンク,35,4,2,1,9,10,1,1,0,0.667,347,"87
.2",77,6,17,0,61,3,0,22,19,1.95
岩嵜　翔,31335116,2017,福岡ソフトバンク,72,6,3,2,40,46,0,0,0,0.667,289,"72
.1",55,8,16,2,66,1,0,16,16,1.99
岩嵜　翔,31335116,2018,福岡ソフトバンク,2,1,0,0,1,2,0,0,0,1,5,2,0,0,0,0,2,0,0,0,0,0
岩嵜　翔,31335116,2019,福岡ソフトバンク,2,0,0,0,0,0,0,0,0,0,8,2,1,0,1,0,2,0,0,1,1,4.5
岩嵜　翔,31335116,2020,福岡ソフトバンク,17,0,2,0,10,10,0,0,0,0,70,15,19,3,6,1,20,0,0,12,12,7.2
岩嵜　翔,31335116,2021,福岡ソフトバンク,48,2,5,6,14,16,0,0,0,0.286,179,"45
.1",37,7,11,0,56,1,0,21,21,4.17
岩嵜　翔,31335116,2022,中　日,1,0,0,0,0,0,0,0,0,0,1,+,0,0,1,0,0,0,0,1,1,----
岩嵜　翔,31335116,2024,中　日,21,0,0,0,1,1,0,0,0,0,94,20,24,0,11,0,18,0,0,14,13,5.85
岩嵜　翔,31335116,2025,中　日,4,1,0,0,0,1,0,0,0,1,22,"4
.1",9,1,0,0,3,0,0,1,1,2.08
岩嵜　翔,31335116,2025,オリックス,37,4,1,0,16,20,0,0,0,0.8,136,34,26,0,10,1,34,1,0,8,8,2.12
Ａ．マチャド,43945159,2024,オリックス,53,5,3,23,14,19,0,0,0,0.625,211,"53
.1",36,1,18,1,58,0,0,13,12,2.03
Ａ．マチャド,43945159,2025,オリックス,58,3,6,28,9,12,0,0,0,0.333,233,"55
.1",50,0,16,3,68,0,0,16,14,2.28
Ａ．マチャド,43945159,2026,オリックス,15,0,0,12,1,1,0,0,0,0,59,15,13,2,3,0,16,0,0,3,3,1.8
髙谷　舟,51255152,2026,オリックス,1,0,0,0,0,0,0,0,0,0,9,1,5,1,1,0,1,0,0,5,5,45
山口　廉王,83185150,2025,オリックス,1,0,0,0,0,0,0,0,0,0,4,1,0,0,1,0,0,0,0,0,0,0
東松　快征,71475159,2025,オリックス,7,0,2,0,0,0,0,0,0,0,53,10,17,0,6,0,9,0,0,13,12,10.8
東松　快征,71475159,2026,オリックス,5,0,0,0,0,0,0,0,0,0,21,4,3,2,7,0,4,0,0,4,4,9
片山　楽生,1505150,2025,オリックス,21,1,0,1,0,1,0,0,0,1,126,30,30,2,6,1,18,1,0,8,7,2.1
片山　楽生,1505150,2026,オリックス,5,0,0,0,0,0,0,0,0,0,27,6,6,0,3,0,3,0,0,2,2,3
横山　楓,3505155,2023,オリックス,4,0,1,0,0,0,0,0,0,0,18,"3
.2",4,0,4,0,3,0,0,3,3,7.36
横山　楓,3505155,2025,オリックス,14,2,0,0,4,6,0,0,0,1,63,"16
.1",12,0,5,0,18,0,0,2,2,1.1
横山　楓,3505155,2026,オリックス,7,1,1,0,1,2,0,0,0,0.5,27,6,6,0,2,1,11,1,0,2,2,3
山田　修義,61465131,2010,オリックス,1,0,0,0,0,0,0,0,0,0,14,3,5,0,1,1,0,0,0,1,1,3
山田　修義,61465131,2012,オリックス,6,0,2,0,0,0,0,0,0,0,78,"17
.1",19,3,9,1,7,1,0,12,11,5.71
山田　修義,61465131,2013,オリックス,1,0,0,0,0,0,0,0,0,0,8,"1
.1",4,0,0,0,1,0,0,3,3,20.25
山田　修義,61465131,2015,オリックス,7,0,1,0,0,0,0,0,0,0,79,"16
.1",17,1,13,1,12,0,0,11,10,5.51
山田　修義,61465131,2016,オリックス,12,2,7,0,0,0,0,0,0,0.222,245,"58
.1",63,7,19,0,43,0,0,35,32,4.94
山田　修義,61465131,2017,オリックス,4,0,3,0,0,0,0,0,0,0,71,"12
.1",21,2,10,2,13,1,0,16,12,8.76
山田　修義,61465131,2018,オリックス,30,1,2,0,10,11,0,0,0,0.333,84,"21
.1",14,1,6,0,20,0,0,10,9,3.8
山田　修義,61465131,2019,オリックス,40,0,0,0,5,5,0,0,0,0,172,43,31,6,18,0,44,1,0,17,17,3.56
山田　修義,61465131,2020,オリックス,48,4,5,0,18,22,0,0,0,0.444,170,"39
.1",37,1,19,0,44,0,0,20,17,3.89
山田　修義,61465131,2021,オリックス,43,1,0,0,9,10,0,0,0,1,186,"43
.2",38,2,19,1,35,0,0,14,11,2.27
山田　修義,61465131,2022,オリックス,12,1,0,0,2,3,0,0,0,1,44,"10
.1",11,0,4,1,14,1,0,5,5,4.35
山田　修義,61465131,2023,オリックス,32,0,0,0,6,6,0,0,0,0,121,"31
.1",23,1,10,1,29,0,0,4,4,1.15
山田　修義,61465131,2024,オリックス,50,3,2,0,16,19,0,0,0,0.6,177,"43
.1",30,1,16,2,44,0,0,13,10,2.08
山田　修義,61465131,2025,オリックス,28,2,2,0,10,12,0,0,0,0.5,107,"23
.1",25,2,10,0,21,0,0,12,11,4.24
山田　修義,61465131,2026,オリックス,8,0,0,0,1,1,0,0,0,0,18,"4
.1",3,0,3,0,4,0,0,0,0,0
Ｌ．ペルドモ,13215157,2023,千葉ロッテ,53,1,3,1,41,42,0,0,0,0.25,209,"50
.2",49,1,15,0,41,1,0,15,12,2.13
Ｌ．ペルドモ,13215157,2024,オリックス,28,1,0,4,14,15,0,0,0,1,105,28,20,1,3,0,19,0,0,2,2,0.64
Ｌ．ペルドモ,13215157,2025,オリックス,50,2,4,0,33,35,0,0,0,0.333,204,"48
.1",50,1,16,1,27,0,0,18,17,3.17
Ｌ．ペルドモ,13215157,2026,オリックス,8,1,2,0,3,4,0,0,0,0.333,37,7,13,2,3,0,5,0,0,11,11,14.14
宮國　凌空,63165159,2026,オリックス,1,0,0,0,0,0,0,0,0,0,14,3,5,0,0,0,3,0,0,2,2,6
博志                                            （鈴木　博志）,61965136,2018,中　日,53,4,6,4,12,16,0,0,0,0.4,219,49,46,7,27,1,42,1,0,28,24,4.41
博志                                            （鈴木　博志）,61965136,2019,中　日,25,0,2,14,1,1,0,0,0,0,117,25,29,1,15,2,16,0,0,12,12,4.32
博志                                            （鈴木　博志）,61965136,2020,中　日,6,0,0,0,0,0,0,0,0,0,44,"7
.2",14,2,6,0,4,0,0,12,11,12.91
博志                                            （鈴木　博志）,61965136,2021,中　日,18,2,0,0,0,2,0,0,0,1,91,"20
.1",22,2,5,2,11,0,1,12,12,5.31
博志                                            （鈴木　博志）,61965136,2022,中　日,3,0,1,0,1,1,0,0,0,0,55,13,11,0,5,1,9,0,0,6,6,4.15
博志                                            （鈴木　博志）,61965136,2023,中　日,9,1,2,0,1,1,0,0,0,0.333,106,"24
.1",23,1,12,2,5,0,0,12,11,4.07
博志                                            （鈴木　博志）,61965136,2024,オリックス,32,1,1,0,9,10,0,0,0,0.5,166,"39
.1",40,4,14,2,32,0,0,14,13,2.97
博志                                            （鈴木　博志）,61965136,2025,オリックス,15,0,0,0,4,4,0,0,0,0,58,"12
.1",16,1,6,0,6,0,0,9,9,6.57
博志                                            （鈴木　博志）,61965136,2026,オリックス,3,1,0,0,0,1,0,0,0,1,13,"3
.1",2,0,2,0,3,0,0,0,0,0
入山　海斗,31335157,2025,オリックス,15,2,0,0,1,3,0,0,0,1,54,"14
.1",9,1,4,0,13,1,0,8,8,5.02
入山　海斗,31335157,2026,オリックス,9,0,0,0,0,0,0,0,0,0,30,8,3,2,3,0,5,2,1,3,3,3.38
Ｓ．ジェリー,3505152,2026,オリックス,5,1,1,0,0,0,0,0,0,0.5,120,31,21,0,7,1,23,1,0,4,4,1.16
佐藤　一磨,51055151,2024,オリックス,5,1,1,0,1,1,0,0,0,0.5,53,"11
.2",13,1,4,2,5,1,0,11,7,5.4
佐藤　一磨,51055151,2025,オリックス,3,1,1,0,0,0,0,0,0,0.5,64,"13
.1",22,5,5,0,13,0,0,10,10,6.75
佐藤　一磨,51055151,2026,オリックス,4,0,0,0,0,0,0,0,0,0,29,6,4,1,7,0,2,0,0,3,2,3
川瀬　堅斗,41745153,2024,オリックス,8,0,1,0,0,0,0,0,0,0,51,"10
.1",11,0,7,1,3,0,0,5,4,3.48
川瀬　堅斗,41745153,2025,オリックス,23,1,1,0,3,4,0,0,0,0.5,138,32,32,1,13,2,18,2,0,13,13,3.66
川瀬　堅斗,41745153,2026,オリックス,1,0,0,0,0,0,0,0,0,0,7,2,1,0,0,0,1,0,0,0,0,0
才木　海翔,21725157,2024,オリックス,15,0,2,0,1,1,0,0,0,0,100,23,28,2,6,0,15,0,0,14,13,5.09
才木　海翔,21725157,2025,オリックス,38,2,1,4,11,13,0,0,0,0.667,130,"33
.2",20,1,12,0,36,5,0,8,7,1.87
髙島　泰都,61065159,2024,オリックス,21,2,2,0,4,4,0,0,0,0.5,238,56,50,3,20,4,30,1,0,27,25,4.02
髙島　泰都,61065159,2025,オリックス,22,2,1,0,0,0,0,0,0,0.667,265,"61
.1",67,1,18,4,31,2,0,25,25,3.67
髙島　泰都,61065159,2026,オリックス,5,3,0,0,0,0,0,0,0,1,111,"27
.1",24,1,5,4,19,0,1,7,7,2.3
権田　琉成,61765159,2025,オリックス,9,1,0,0,0,1,0,0,0,1,52,"11
.1",16,0,2,1,7,0,0,7,7,5.56
権田　琉成,61765159,2026,オリックス,2,0,0,0,0,0,0,0,0,0,11,"1
.2",6,1,0,0,0,0,0,3,3,16.2
小木田　敦也,11915155,2022,オリックス,16,0,0,0,5,5,0,0,0,0,63,"14
.1",16,1,6,0,13,1,0,5,5,3.14
小木田　敦也,11915155,2023,オリックス,38,4,0,0,7,11,0,0,0,1,193,"49
.1",37,4,13,0,37,1,0,16,12,2.19
小木田　敦也,11915155,2024,オリックス,13,1,1,0,8,9,0,0,0,0.5,46,13,9,0,0,0,11,0,0,2,2,1.38
宇田川　優希,31535153,2022,オリックス,19,2,1,0,3,5,0,0,0,0.667,87,"22
.1",10,1,12,0,32,0,0,2,2,0.81
宇田川　優希,31535153,2023,オリックス,46,4,0,2,20,24,0,0,0,1,192,"45
.2",22,3,30,2,52,4,0,9,9,1.77
宇田川　優希,31535153,2024,オリックス,13,0,2,0,3,3,0,0,0,0,50,"11
.2",4,0,12,0,14,0,0,6,3,2.31
本田　仁海,61665136,2020,オリックス,1,0,1,0,0,0,0,0,0,0,24,4,8,0,4,0,2,0,0,7,3,6.75
本田　仁海,61665136,2021,オリックス,2,0,1,0,0,0,0,0,0,0,45,"9
.2",13,2,5,0,4,0,0,8,8,7.45
本田　仁海,61665136,2022,オリックス,42,2,3,2,14,16,0,0,0,0.4,186,"43
.2",39,3,16,4,40,1,0,18,17,3.5
本田　仁海,61665136,2023,オリックス,28,2,1,0,7,9,0,0,0,0.667,145,"32
.2",36,5,12,0,34,2,0,23,23,6.34
本田　仁海,61665136,2024,オリックス,23,2,0,0,9,11,0,0,0,1,92,22,21,1,5,1,21,1,1,7,7,2.86
前　佑囲斗,41645151,2023,オリックス,2,0,0,0,0,0,0,0,0,0,8,2,1,0,1,0,2,0,0,0,0,0
前　佑囲斗,41645151,2024,オリックス,4,0,0,0,0,0,0,0,0,0,25,5,8,1,2,0,5,0,0,5,4,7.2
上田　大河,91395159,2024,埼玉西武,17,0,0,0,1,1,0,0,0,0,99,"23
.1",17,2,13,0,11,1,0,7,7,2.7
上田　大河,91395159,2025,埼玉西武,4,0,2,0,0,0,0,0,0,0,94,20,30,1,6,1,6,0,0,15,15,6.75
上田　大河,91395159,2026,埼玉西武,2,0,0,0,0,0,0,0,0,0,13,3,2,0,1,0,5,0,0,1,0,0
渡邉　勇太朗,53155138,2021,埼玉西武,17,4,4,0,2,2,0,0,0,0.5,232,55,43,3,30,3,33,4,0,24,21,3.44
渡邉　勇太朗,53155138,2022,埼玉西武,3,1,1,0,0,0,0,0,0,0.5,67,"13
.1",15,1,11,1,6,2,0,11,9,6.08
渡邉　勇太朗,53155138,2023,埼玉西武,2,1,0,0,0,0,0,0,0,1,42,11,7,0,5,0,4,0,0,1,1,0.82
渡邉　勇太朗,53155138,2024,埼玉西武,14,3,4,0,0,0,0,0,0,0.429,366,"87
.2",81,5,27,5,50,1,0,26,26,2.67
渡邉　勇太朗,53155138,2025,埼玉西武,23,7,9,0,0,0,1,1,1,0.438,565,134,127,9,38,4,81,3,0,47,40,2.69
渡邉　勇太朗,53155138,2026,埼玉西武,7,2,3,0,0,0,0,0,0,0.4,189,"46
.1",39,3,14,0,32,0,0,20,20,3.88
髙橋　光成,71075130,2015,埼玉西武,8,5,2,0,0,0,1,1,0,0.714,185,44,32,3,23,4,22,2,1,16,15,3.07
髙橋　光成,71075130,2016,埼玉西武,22,4,11,0,0,0,2,1,0,0.267,529,118,134,10,51,5,89,12,0,73,58,4.42
髙橋　光成,71075130,2017,埼玉西武,7,3,4,0,0,0,0,0,0,0.429,169,"39
.1",36,3,20,1,30,3,0,20,18,4.12
髙橋　光成,71075130,2018,埼玉西武,3,2,1,0,0,0,0,0,0,0.667,91,20,17,2,13,1,15,1,0,10,10,4.5
髙橋　光成,71075130,2019,埼玉西武,21,10,6,0,0,0,1,0,0,0.625,554,"123
.2",144,13,47,14,90,7,1,77,62,4.51
髙橋　光成,71075130,2020,埼玉西武,20,8,8,0,0,0,1,1,0,0.5,501,"120
.1",100,9,44,7,100,6,0,51,50,3.74
髙橋　光成,71075130,2021,埼玉西武,27,11,9,0,0,0,0,0,0,0.55,728,"173
.2",157,23,62,6,127,13,0,81,73,3.78
髙橋　光成,71075130,2022,埼玉西武,26,12,8,0,0,0,0,0,0,0.6,705,"175
.2",153,9,51,11,128,5,0,48,43,2.2
髙橋　光成,71075130,2023,埼玉西武,23,10,8,0,0,0,4,2,1,0.556,626,155,123,8,47,7,120,7,0,47,38,2.21
髙橋　光成,71075130,2024,埼玉西武,15,0,11,0,0,0,0,0,0,0,362,"81
.1",94,5,24,6,61,3,1,39,35,3.87
髙橋　光成,71075130,2025,埼玉西武,24,8,9,0,0,0,0,0,0,0.471,616,148,141,10,41,6,88,7,1,56,50,3.04
髙橋　光成,71075130,2026,埼玉西武,7,5,2,0,0,0,2,0,0,0.714,188,52,27,2,10,1,41,0,0,9,5,0.87
與座　海人,63165136,2020,埼玉西武,8,2,4,0,0,0,0,0,0,0.333,169,38,47,5,13,2,18,0,0,23,23,5.45
與座　海人,63165136,2021,埼玉西武,15,1,1,0,1,1,0,0,0,0.5,157,"38
.2",31,3,10,4,28,0,0,12,12,2.79
與座　海人,63165136,2022,埼玉西武,20,10,7,0,0,1,1,1,1,0.588,463,"115
.2",104,11,16,4,61,2,0,39,37,2.88
與座　海人,63165136,2023,埼玉西武,15,2,6,0,0,0,1,1,1,0.25,340,83,72,9,21,5,39,1,0,38,34,3.69
與座　海人,63165136,2024,埼玉西武,7,1,4,0,0,1,0,0,0,0.2,106,"24
.1",22,4,11,0,13,0,0,13,13,4.81
與座　海人,63165136,2025,埼玉西武,16,6,5,0,0,0,1,0,0,0.545,377,"93
.2",74,10,16,9,44,0,0,30,26,2.5
隅田　知一郎,21025155,2022,埼玉西武,16,1,10,0,0,0,0,0,0,0.091,357,"81
.2",90,4,30,1,73,4,0,38,34,3.75
隅田　知一郎,21025155,2023,埼玉西武,22,9,10,0,0,0,2,1,0,0.474,554,131,123,11,41,7,128,2,0,52,50,3.44
隅田　知一郎,21025155,2024,埼玉西武,26,9,10,0,0,0,2,1,1,0.474,719,"179
.1",161,11,35,3,154,5,0,56,55,2.76
隅田　知一郎,21025155,2025,埼玉西武,23,10,10,0,0,0,3,1,1,0.5,646,"159
.2",142,12,34,2,149,3,0,47,46,2.59
隅田　知一郎,21025155,2026,埼玉西武,6,3,1,0,0,0,0,0,0,0.75,159,"39
.1",37,3,6,1,34,2,0,19,14,3.2
松本　航,81685138,2019,埼玉西武,16,7,4,0,0,0,0,0,0,0.636,384,"85
.1",87,11,46,2,65,8,0,47,43,4.54
松本　航,81685138,2020,埼玉西武,20,6,7,0,0,0,0,0,0,0.462,452,103,89,19,56,2,66,2,0,55,50,4.37
松本　航,81685138,2021,埼玉西武,28,10,8,0,0,0,1,1,0,0.556,638,"149
.2",137,15,64,4,130,4,0,63,63,3.79
松本　航,81685138,2022,埼玉西武,21,7,6,0,0,0,1,0,0,0.538,536,"129
.2",106,8,44,3,104,3,0,49,46,3.19
松本　航,81685138,2023,埼玉西武,20,6,8,0,0,0,1,0,0,0.429,496,"116
.2",102,14,48,5,89,3,1,48,45,3.47
松本　航,81685138,2024,埼玉西武,34,1,9,0,6,6,0,0,0,0.1,284,"66
.1",54,11,29,2,41,1,0,32,29,3.93
松本　航,81685138,2025,埼玉西武,3,0,2,0,0,0,0,0,0,0,59,14,14,3,5,0,12,0,0,10,10,6.43
佐藤　隼輔,41945155,2022,埼玉西武,12,3,4,0,0,0,0,0,0,0.429,205,47,47,1,22,4,33,1,0,26,24,4.6
佐藤　隼輔,41945155,2023,埼玉西武,47,1,2,0,18,19,0,0,0,0.333,167,"39
.2",35,1,16,0,27,2,0,15,11,2.5
佐藤　隼輔,41945155,2024,埼玉西武,45,2,1,0,17,19,0,0,0,0.667,149,"37
.1",20,1,17,2,31,1,0,8,7,1.69
佐藤　隼輔,41945155,2025,埼玉西武,20,0,2,0,6,6,0,0,0,0,93,"19
.2",24,2,10,2,13,1,0,14,14,6.41
佐藤　隼輔,41945155,2026,埼玉西武,4,0,0,0,1,1,0,0,0,0,11,"3
.1",0,0,1,0,1,0,0,0,0,0
岩城　颯空,91395152,2026,埼玉西武,14,0,1,11,1,1,0,0,0,0,55,14,11,1,3,0,14,0,0,4,4,2.57
武内　夏暉,51255159,2024,埼玉西武,21,10,6,0,0,0,1,1,0,0.625,568,"145
.1",120,6,22,3,107,2,2,39,35,2.17
武内　夏暉,51255159,2025,埼玉西武,12,4,5,0,0,0,0,0,0,0.444,276,"63
.1",70,6,19,3,46,1,0,40,37,5.26
武内　夏暉,51255159,2026,埼玉西武,6,2,2,0,0,0,0,0,0,0.5,141,"34
.2",34,1,8,1,28,1,0,17,14,3.63
糸川　亮太,11315159,2024,埼玉西武,4,0,1,0,0,0,0,0,0,0,21,"3
.2",5,0,6,0,1,0,0,4,4,9.82
糸川　亮太,11315159,2025,埼玉西武,13,0,1,0,0,0,0,0,0,0,68,"18
.2",11,3,2,1,17,0,0,6,6,2.89
糸川　亮太,11315159,2026,埼玉西武,9,0,1,0,2,2,0,0,0,0,50,"11
.2",13,4,3,0,6,0,0,8,8,6.17
青山　美夏人,51155157,2023,埼玉西武,39,0,1,3,1,1,0,0,0,0,186,"45
.2",32,4,23,0,34,5,1,15,15,2.96
青山　美夏人,51155157,2024,埼玉西武,6,1,4,0,0,0,1,1,0,0.2,139,"32
.1",30,3,12,0,13,0,0,12,10,2.78
青山　美夏人,51155157,2025,埼玉西武,2,0,0,0,0,0,0,0,0,0,11,2,3,1,2,0,0,0,0,3,3,13.5
甲斐野　央,51555138,2019,福岡ソフトバンク,65,2,5,8,26,28,0,0,0,0.286,253,"58
.2",49,6,34,4,73,3,0,28,27,4.14
甲斐野　央,51555138,2021,福岡ソフトバンク,22,0,2,1,4,4,0,0,0,0,88,"20
.2",16,3,10,2,25,1,0,10,10,4.35
甲斐野　央,51555138,2022,福岡ソフトバンク,27,2,0,0,3,5,0,0,0,1,106,25,19,0,14,0,27,0,0,7,7,2.52
甲斐野　央,51555138,2023,福岡ソフトバンク,46,3,1,2,8,11,0,0,0,0.75,172,"42
.2",33,2,13,2,39,0,0,12,12,2.53
