選手名,選手ID,年度,所属球団,登板,勝利,敗北,セーブ,H,HP,完投,完封,無四球,勝率,打者,投球回,安打,本塁打,四球,死球,三振,暴投,ボーク,失点,自責点,防御率
東浜　巨,1005137,2024,福岡ソフトバンク,11,3,2,0,0,0,0,0,0,0.6,232,56,53,7,11,1,39,0,0,22,21,3.38
東浜　巨,1005137,2025,福岡ソフトバンク,7,4,2,0,0,1,0,0,0,0.667,132,"32
.1",30,2,5,0,19,0,0,11,9,2.51
徐　若熙,23525152,2026,福岡ソフトバンク,4,1,3,0,0,0,0,0,0,0.25,91,"18
.2",29,5,9,1,17,0,0,15,15,7.23
大津　亮介,1305157,2023,福岡ソフトバンク,46,2,0,0,13,15,0,0,0,1,164,"40
.2",34,5,11,2,21,1,0,14,11,2.43
大津　亮介,1305157,2024,福岡ソフトバンク,19,7,7,0,0,0,0,0,0,0.5,470,"119
.1",101,11,22,1,97,1,1,38,38,2.87
大津　亮介,1305157,2025,福岡ソフトバンク,12,6,2,0,0,0,0,0,0,0.75,260,"65
.2",63,6,10,2,36,0,0,17,14,1.92
大津　亮介,1305157,2026,福岡ソフトバンク,6,4,0,0,0,0,0,0,0,1,158,"41
.1",34,4,5,2,39,0,0,7,7,1.52
藤原　大翔,1805159,2026,福岡ソフトバンク,1,0,1,0,0,0,0,0,0,0,17,4,2,0,3,0,2,1,0,2,2,4.5
鈴木　豪太,21025152,2026,福岡ソフトバンク,5,0,0,0,0,0,0,0,0,0,35,8,10,2,2,0,9,0,1,5,5,5.63
岩井　俊介,51355159,2024,福岡ソフトバンク,15,1,1,1,2,3,0,0,0,0.5,53,13,10,2,2,1,10,0,0,6,5,3.46
岩井　俊介,51355159,2025,福岡ソフトバンク,8,0,0,0,1,1,0,0,0,0,41,"9
.1",11,1,2,1,5,0,0,3,3,2.89
大江　竜聖,71375134,2019,読　売,8,0,0,0,1,1,0,0,0,0,49,"10
.2",13,3,3,0,7,1,0,9,8,6.75
大江　竜聖,71375134,2020,読　売,43,3,0,0,9,12,0,0,0,1,156,"37
.2",21,5,22,5,30,0,0,15,13,3.11
大江　竜聖,71375134,2021,読　売,47,0,0,0,13,13,0,0,0,0,145,33,29,2,17,2,23,0,0,16,15,4.09
大江　竜聖,71375134,2022,読　売,3,0,0,0,0,0,0,0,0,0,26,"5
.1",5,1,3,1,5,0,0,2,1,1.69
大江　竜聖,71375134,2023,読　売,32,4,0,0,6,10,0,0,0,1,89,22,15,3,10,2,16,1,0,10,10,4.09
大江　竜聖,71375134,2024,読　売,16,0,0,0,5,5,0,0,0,0,56,"13
.2",9,1,8,0,13,0,0,4,4,2.63
大江　竜聖,71375134,2025,福岡ソフトバンク,16,0,1,0,1,1,0,0,0,0,69,"17
.2",8,1,9,2,17,0,0,3,3,1.53
中村　稔弥,1205138,2019,千葉ロッテ,10,1,1,0,3,4,0,0,0,0.5,103,25,23,2,8,1,21,3,2,12,12,4.32
中村　稔弥,1205138,2020,千葉ロッテ,16,2,5,0,0,0,0,0,0,0.286,278,64,61,11,31,0,40,4,0,41,34,4.78
中村　稔弥,1205138,2021,千葉ロッテ,14,0,2,0,0,0,0,0,0,0,172,38,40,3,18,1,27,3,2,19,13,3.08
中村　稔弥,1205138,2022,千葉ロッテ,10,0,0,0,1,1,0,0,0,0,64,"12
.1",17,0,9,1,10,1,0,11,11,8.03
中村　稔弥,1205138,2023,千葉ロッテ,17,3,1,0,0,3,0,0,0,0.75,99,"23
.1",22,0,6,1,19,1,0,6,6,2.31
中村　稔弥,1205138,2024,千葉ロッテ,17,1,0,0,0,1,0,0,0,1,139,34,30,1,9,1,17,0,1,14,14,3.71
中村　稔弥,1205138,2025,千葉ロッテ,15,0,0,0,0,0,0,0,0,0,87,20,19,2,10,0,8,0,0,8,7,3.15
Ｌ．モイネロ,63965134,2017,福岡ソフトバンク,34,4,3,1,15,19,0,0,0,0.571,141,"35
.2",21,1,14,2,36,1,0,15,10,2.52
Ｌ．モイネロ,63965134,2018,福岡ソフトバンク,49,5,1,0,13,18,0,0,0,0.833,190,"45
.2",31,6,24,1,57,1,0,23,23,4.53
Ｌ．モイネロ,63965134,2019,福岡ソフトバンク,60,3,1,4,34,37,0,0,0,0.75,245,"59
.1",37,4,25,6,86,3,0,13,10,1.52
Ｌ．モイネロ,63965134,2020,福岡ソフトバンク,50,2,3,1,38,40,0,0,0,0.4,193,48,26,1,25,2,77,0,0,9,9,1.69
Ｌ．モイネロ,63965134,2021,福岡ソフトバンク,33,1,0,5,14,15,0,0,0,1,128,"31
.1",15,2,19,1,42,0,0,6,4,1.15
Ｌ．モイネロ,63965134,2022,福岡ソフトバンク,53,1,1,24,8,9,0,0,0,0.5,202,"52
.2",22,2,20,2,87,2,0,10,6,1.03
Ｌ．モイネロ,63965134,2023,福岡ソフトバンク,27,3,0,5,13,16,0,0,0,1,97,"27
.2",11,0,5,0,37,0,0,3,3,0.98
Ｌ．モイネロ,63965134,2024,福岡ソフトバンク,25,11,5,0,0,0,2,0,0,0.688,636,163,107,11,47,5,155,3,0,39,34,1.88
Ｌ．モイネロ,63965134,2025,福岡ソフトバンク,24,12,3,0,0,0,3,2,1,0.8,639,167,112,10,42,3,172,1,0,29,27,1.46
尾形　崇斗,61365136,2020,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,8,1,2,0,3,0,2,0,0,3,3,27
尾形　崇斗,61365136,2021,福岡ソフトバンク,8,0,0,0,0,0,0,0,0,0,34,"10
.1",3,1,2,0,9,0,0,1,1,0.87
尾形　崇斗,61365136,2022,福岡ソフトバンク,9,1,0,0,0,1,0,0,0,1,54,"11
.1",14,2,6,0,11,1,0,7,7,5.56
尾形　崇斗,61365136,2023,福岡ソフトバンク,12,0,1,0,0,0,0,0,0,0,75,18,18,3,3,1,15,0,0,11,8,4
尾形　崇斗,61365136,2024,福岡ソフトバンク,12,2,0,0,3,5,0,0,0,1,46,"11
.2",8,0,3,0,15,0,1,4,3,2.31
尾形　崇斗,61365136,2025,福岡ソフトバンク,38,1,1,0,5,6,0,0,0,0.5,154,"34
.2",36,7,12,0,41,2,0,21,18,4.67
尾形　崇斗,61365136,2026,福岡ソフトバンク,10,0,2,0,0,0,0,0,0,0,47,12,8,2,3,1,19,1,1,4,4,3
杉山　一樹,91995138,2019,福岡ソフトバンク,2,0,0,0,0,0,0,0,0,0,21,4,5,0,5,0,4,1,0,4,4,9
杉山　一樹,91995138,2020,福岡ソフトバンク,11,0,0,0,1,1,0,0,0,0,69,"16
.2",15,1,6,0,22,1,0,5,4,2.16
杉山　一樹,91995138,2021,福岡ソフトバンク,15,2,2,0,1,3,0,0,0,0.5,117,"25
.1",13,1,31,2,29,1,0,9,9,3.2
杉山　一樹,91995138,2022,福岡ソフトバンク,10,1,3,0,0,0,0,0,0,0.25,194,"42
.1",45,10,26,1,37,4,0,33,32,6.8
杉山　一樹,91995138,2024,福岡ソフトバンク,50,4,0,1,14,18,0,0,0,1,198,"50
.1",28,2,22,1,61,1,0,10,9,1.61
杉山　一樹,91995138,2025,福岡ソフトバンク,65,3,4,31,10,13,0,0,0,0.429,270,"64
.1",48,3,23,9,85,4,0,17,13,1.82
杉山　一樹,91995138,2026,福岡ソフトバンク,9,0,1,4,0,0,0,0,0,0,39,8,9,0,5,0,12,0,0,6,6,6.75
前田　悠伍,13115159,2024,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,19,3,8,1,1,1,0,0,0,6,6,18
前田　悠伍,13115159,2025,福岡ソフトバンク,3,1,1,0,0,0,0,0,0,0.5,46,"11
.1",14,3,1,0,12,0,0,7,5,3.97
前田　悠伍,13115159,2026,福岡ソフトバンク,2,1,0,0,0,0,0,0,0,1,42,10,9,1,2,1,6,0,0,2,2,1.8
伊藤　優輔,91395153,2024,読　売,8,0,0,0,1,1,0,0,0,0,32,"8
.2",5,0,3,1,8,0,0,1,1,1.04
伊藤　優輔,91395153,2025,福岡ソフトバンク,5,0,0,0,0,0,0,0,0,0,28,7,4,0,2,2,5,0,0,0,0,0
伊藤　優輔,91395153,2026,福岡ソフトバンク,9,0,0,0,0,0,0,0,0,0,48,"10
.1",11,0,10,1,4,0,0,4,1,0.87
大関　友久,1505151,2021,福岡ソフトバンク,12,0,0,0,0,0,0,0,0,0,88,23,12,1,10,2,13,0,0,6,6,2.35
大関　友久,1505151,2022,福岡ソフトバンク,21,7,6,0,0,2,2,2,1,0.538,409,"101
.1",88,8,28,4,70,1,1,37,33,2.93
大関　友久,1505151,2023,福岡ソフトバンク,17,5,7,0,0,0,2,1,0,0.417,427,"104
.2",86,11,35,6,76,1,0,36,34,2.92
大関　友久,1505151,2024,福岡ソフトバンク,20,8,4,0,0,0,0,0,0,0.667,481,"122
.1",84,10,29,10,77,0,0,34,34,2.5
大関　友久,1505151,2025,福岡ソフトバンク,24,13,5,0,0,0,0,0,0,0.722,586,"146
.2",107,11,35,5,97,0,0,36,27,1.66
大関　友久,1505151,2026,福岡ソフトバンク,6,1,3,0,0,0,0,0,0,0.25,152,33,46,4,11,0,20,0,0,23,21,5.73
藤井　皓哉,51655130,2017,広島東洋,2,0,0,0,1,1,0,0,0,0,5,"1
.2",0,0,0,0,1,0,0,0,0,0
藤井　皓哉,51655130,2018,広島東洋,8,1,0,0,0,1,0,0,0,1,73,"14
.2",20,2,7,1,21,0,0,11,10,6.14
藤井　皓哉,51655130,2019,広島東洋,4,0,0,0,0,0,0,0,0,0,41,"6
.1",13,0,9,0,8,0,0,10,10,14.21
藤井　皓哉,51655130,2022,福岡ソフトバンク,55,5,1,3,22,27,0,0,0,0.833,218,"56
.1",18,4,27,1,81,1,0,9,7,1.12
藤井　皓哉,51655130,2023,福岡ソフトバンク,34,5,3,0,9,9,0,0,0,0.625,288,"69
.2",46,3,33,7,84,1,0,21,18,2.33
藤井　皓哉,51655130,2024,福岡ソフトバンク,40,2,1,1,19,21,0,0,0,0.667,170,40,28,2,20,1,45,3,0,11,8,1.8
藤井　皓哉,51655130,2025,福岡ソフトバンク,51,2,3,2,19,21,0,0,0,0.4,195,50,32,2,14,2,75,2,0,9,8,1.44
松本　晴,41845157,2023,福岡ソフトバンク,3,0,1,0,0,0,0,0,0,0,31,"6
.1",8,0,3,1,4,0,0,5,5,7.11
松本　晴,41845157,2024,福岡ソフトバンク,5,2,1,0,0,0,0,0,0,0.667,63,16,12,1,4,1,17,0,0,5,5,2.81
松本　晴,41845157,2025,福岡ソフトバンク,29,6,6,0,2,3,0,0,0,0.5,388,"91
.1",94,6,23,5,92,2,0,33,28,2.76
松本　晴,41845157,2026,福岡ソフトバンク,7,2,2,0,0,0,0,0,0,0.5,173,"40
.1",37,5,13,7,43,1,1,17,16,3.57
前田　純,71875157,2024,福岡ソフトバンク,1,1,0,0,0,0,0,0,0,1,20,6,3,0,0,0,5,0,0,0,0,0
前田　純,71875157,2025,福岡ソフトバンク,10,2,2,0,0,0,0,0,0,0.5,213,49,44,3,17,6,31,0,0,18,17,3.12
大山　凌,11515159,2024,福岡ソフトバンク,18,1,1,0,1,2,0,0,0,0.5,114,"27
.2",19,2,14,2,23,1,0,10,10,3.25
大山　凌,11515159,2025,福岡ソフトバンク,26,1,1,1,3,4,0,0,0,0.5,134,"30
.2",30,1,12,1,21,0,0,9,8,2.35
Ｒ．オスナ,13415155,2022,千葉ロッテ,29,4,1,10,9,13,0,0,0,0.8,107,"29
.2",15,1,3,1,32,0,0,3,3,0.91
Ｒ．オスナ,13415155,2023,福岡ソフトバンク,49,3,2,26,12,15,0,0,0,0.6,170,49,28,3,6,0,42,0,0,5,5,0.92
Ｒ．オスナ,13415155,2024,福岡ソフトバンク,39,0,3,24,5,5,0,0,0,0,157,"38
.1",36,3,10,2,23,1,0,16,16,3.76
Ｒ．オスナ,13415155,2025,福岡ソフトバンク,26,3,1,8,6,9,0,0,0,0.75,106,26,23,2,6,3,16,0,0,12,12,4.15
Ｒ．オスナ,13415155,2026,福岡ソフトバンク,7,0,1,0,1,1,0,0,0,0,26,7,6,0,0,0,6,0,0,2,2,2.57
大竹　風雅,21325155,2026,福岡ソフトバンク,2,0,0,0,0,0,0,0,0,0,16,3,2,0,4,0,1,0,0,4,0,0
大野　稼頭央,21325157,2025,福岡ソフトバンク,4,0,0,0,0,0,0,0,0,0,17,"4
.1",4,0,2,0,1,0,0,0,0,0
大野　稼頭央,21325157,2026,福岡ソフトバンク,3,0,0,0,0,0,0,0,0,0,26,"4
.2",8,0,3,1,2,1,0,4,2,3.86
Ｄ．ヘルナンデス,33435157,2023,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,7,"0
.2",3,1,1,1,1,0,0,2,2,27
Ｄ．ヘルナンデス,33435157,2024,福岡ソフトバンク,48,3,3,3,21,24,0,0,0,0.5,194,48,34,2,14,6,72,1,0,13,12,2.25
Ｄ．ヘルナンデス,33435157,2025,福岡ソフトバンク,42,1,2,0,9,10,0,0,0,0.333,164,"40
.1",34,1,12,3,43,1,0,15,15,3.35
Ｄ．ヘルナンデス,33435157,2026,福岡ソフトバンク,14,0,0,0,5,5,0,0,0,0,56,13,10,2,8,1,16,1,0,3,2,1.38
上茶谷　大河,81585138,2019,横浜DeNA,25,7,6,0,0,0,1,1,0,0.538,584,134,136,14,51,3,102,3,1,68,59,3.96
上茶谷　大河,81585138,2020,横浜DeNA,11,2,3,0,0,0,1,1,0,0.4,247,59,57,8,20,2,50,4,0,29,27,4.12
上茶谷　大河,81585138,2021,横浜DeNA,8,1,3,0,0,0,0,0,0,0.25,155,34,37,5,17,1,26,1,0,27,27,7.15
上茶谷　大河,81585138,2022,横浜DeNA,13,3,6,0,0,0,1,1,1,0.333,278,"66
.2",65,8,17,2,49,0,1,40,35,4.73
上茶谷　大河,81585138,2023,横浜DeNA,46,5,3,0,4,9,0,0,0,0.625,270,64,53,3,26,4,54,3,0,21,15,2.11
上茶谷　大河,81585138,2024,横浜DeNA,18,2,2,0,1,3,0,0,0,0.5,110,"22
.2",32,3,11,1,16,0,0,14,11,4.37
上茶谷　大河,81585138,2025,福岡ソフトバンク,8,0,0,0,0,0,0,0,0,0,57,13,15,3,3,0,11,0,0,11,10,6.92
上茶谷　大河,81585138,2026,福岡ソフトバンク,11,3,0,0,4,7,0,0,0,1,59,"14
.2",9,2,7,0,14,1,0,3,3,1.84
松本　裕樹,61665130,2016,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,4,1,1,1,0,0,1,0,0,1,1,9
松本　裕樹,61665130,2017,福岡ソフトバンク,15,2,4,0,0,0,0,0,0,0.333,263,"58
.1",61,5,29,2,43,1,0,31,31,4.78
松本　裕樹,61665130,2018,福岡ソフトバンク,6,1,2,0,0,0,0,0,0,0.333,124,"28
.2",25,5,14,1,20,0,1,11,11,3.45
松本　裕樹,61665130,2019,福岡ソフトバンク,7,1,1,0,0,0,0,0,0,0.5,146,"33
.2",35,2,11,0,32,1,0,18,15,4.01
松本　裕樹,61665130,2020,福岡ソフトバンク,25,0,1,0,6,6,0,0,0,0,120,"28
.1",20,4,19,0,27,2,0,11,11,3.49
松本　裕樹,61665130,2021,福岡ソフトバンク,33,3,3,0,4,7,0,0,0,0.5,306,"73
.2",64,9,28,2,59,0,0,33,31,3.79
松本　裕樹,61665130,2022,福岡ソフトバンク,44,5,1,0,15,20,0,0,0,0.833,206,"50
.2",40,6,14,1,60,1,0,15,15,2.66
松本　裕樹,61665130,2023,福岡ソフトバンク,53,2,2,0,25,27,0,0,0,0.5,189,47,32,5,17,0,60,1,0,16,14,2.68
松本　裕樹,61665130,2024,福岡ソフトバンク,50,2,2,14,23,25,0,0,0,0.5,198,"46
.2",37,3,17,4,47,0,0,17,15,2.89
松本　裕樹,61665130,2025,福岡ソフトバンク,51,5,2,0,39,44,0,0,0,0.714,188,"50
.2",28,3,13,2,56,1,0,6,6,1.07
松本　裕樹,61665130,2026,福岡ソフトバンク,12,1,2,4,2,3,0,0,0,0.333,51,"11
.2",15,1,3,0,9,1,0,5,5,3.86
木村　光,41545157,2024,福岡ソフトバンク,5,0,0,0,1,1,0,0,0,0,24,6,5,0,1,0,8,0,0,1,1,1.5
木村　光,41545157,2025,福岡ソフトバンク,13,0,0,1,0,0,0,0,0,0,65,"17
.2",9,1,5,0,17,0,0,2,2,1.02
木村　光,41545157,2026,福岡ソフトバンク,16,0,0,0,8,8,0,0,0,0,59,"15
.1",9,1,5,1,9,0,0,2,2,1.17
岩崎　峻典,21325150,2025,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,8,1,4,0,1,0,2,0,0,3,3,27
長谷川　威展,31635155,2022,北海道日本ハム,2,0,0,0,1,1,0,0,0,0,9,2,2,0,1,0,2,0,0,0,0,0
長谷川　威展,31635155,2023,北海道日本ハム,9,0,0,0,0,0,0,0,0,0,35,"8
.1",8,0,3,1,5,0,0,1,1,1.08
長谷川　威展,31635155,2024,福岡ソフトバンク,32,4,0,0,6,10,0,0,0,1,108,"25
.1",20,1,10,0,21,0,0,7,7,2.49
川口　冬弥,31735150,2025,福岡ソフトバンク,5,0,0,0,0,0,0,0,0,0,21,6,3,0,1,0,7,0,0,0,0,0
村田　賢一,73375159,2024,福岡ソフトバンク,1,0,0,0,0,0,0,0,0,0,5,1,2,1,0,0,0,0,0,2,2,18
澤柳　亮太郎,91995159,2024,福岡ソフトバンク,11,2,1,0,0,2,0,0,0,0.667,42,"10
.2",7,0,4,1,9,1,0,4,4,3.38
田上　奏大,11415153,2022,福岡ソフトバンク,2,0,0,0,0,0,0,0,0,0,31,"7
.1",4,0,6,0,2,0,0,2,2,2.45
岩崎　優,31335139,2014,阪　神,17,5,4,0,0,0,0,0,0,0.556,379,90,85,6,26,4,76,1,0,37,35,3.5
岩崎　優,31335139,2015,阪　神,15,3,10,0,0,0,0,0,0,0.231,326,77,74,7,19,5,57,0,0,39,30,3.51
岩崎　優,31335139,2016,阪　神,16,3,5,0,0,0,0,0,0,0.375,319,"74
.1",73,10,27,2,59,3,0,33,30,3.63
岩崎　優,31335139,2017,阪　神,66,4,1,0,15,19,0,0,0,0.8,311,"71
.2",63,2,27,5,88,0,0,28,19,2.39
岩崎　優,31335139,2018,阪　神,61,1,3,0,10,11,0,0,0,0.25,275,62,66,8,25,4,70,5,0,37,34,4.94
岩崎　優,31335139,2019,阪　神,48,3,0,0,26,29,0,0,0,1,204,"53
.2",24,5,17,3,58,1,0,11,6,1.01
岩崎　優,31335139,2020,阪　神,41,5,2,2,17,22,0,0,0,0.714,163,"39
.2",26,2,15,2,37,3,0,9,8,1.82
岩崎　優,31335139,2021,阪　神,62,3,4,1,41,44,0,0,0,0.429,230,"57
.2",47,6,15,0,51,3,0,21,17,2.65
岩崎　優,31335139,2022,阪　神,57,1,6,28,11,12,0,0,0,0.143,239,55,63,1,10,2,44,0,0,16,12,1.96
岩崎　優,31335139,2023,阪　神,60,3,3,35,12,15,0,0,0,0.5,217,56,32,3,14,2,62,0,0,13,11,1.77
岩崎　優,31335139,2024,阪　神,60,4,4,23,17,21,0,0,0,0.5,231,"57
.1",48,3,15,0,46,1,0,14,14,2.2
岩崎　優,31335139,2025,阪　神,53,1,3,31,8,9,0,0,0,0.25,211,"51
.1",49,1,13,0,40,0,0,15,12,2.1
岩崎　優,31335139,2026,阪　神,10,0,1,6,1,1,0,0,0,0,41,10,12,0,2,0,6,0,0,2,2,1.8
岩貞　祐太,51355139,2014,阪　神,6,1,4,0,0,0,0,0,0,0.2,127,"29
.1",24,2,15,0,21,0,0,18,15,4.6
岩貞　祐太,51355139,2015,阪　神,5,1,1,0,0,0,0,0,0,0.5,95,"20
.2",24,2,11,2,11,3,0,12,10,4.35
岩貞　祐太,51355139,2016,阪　神,25,10,9,0,0,0,2,2,0,0.526,644,"158
.1",119,10,55,3,156,6,0,56,51,2.9
岩貞　祐太,51355139,2017,阪　神,18,5,10,0,0,0,0,0,0,0.333,428,98,93,14,44,4,93,3,0,56,54,4.96
岩貞　祐太,51355139,2018,阪　神,23,7,10,0,0,0,1,0,0,0.412,554,132,128,18,32,1,122,1,0,56,51,3.48
岩貞　祐太,51355139,2019,阪　神,8,2,4,0,0,0,0,0,0,0.333,173,"40
.1",43,4,15,0,33,0,0,19,18,4.02
岩貞　祐太,51355139,2020,阪　神,38,7,3,0,8,13,0,0,0,0.7,298,71,67,7,23,0,63,3,0,32,26,3.3
岩貞　祐太,51355139,2021,阪　神,46,4,0,0,12,16,0,0,0,1,174,"38
.2",42,4,14,3,33,1,0,21,20,4.66
岩貞　祐太,51355139,2022,阪　神,53,2,1,0,11,13,0,0,0,0.667,176,42,34,1,12,2,38,1,0,16,12,2.57
岩貞　祐太,51355139,2023,阪　神,50,1,0,0,24,25,0,0,0,1,177,"43
.1",36,2,12,2,30,0,0,15,13,2.7
岩貞　祐太,51355139,2024,阪　神,2,0,1,0,0,0,0,0,0,0,9,"1
.2",1,0,2,1,2,0,0,2,1,5.4
岩貞　祐太,51355139,2025,阪　神,29,3,1,0,4,7,0,0,0,0.75,123,"29
.2",30,1,7,0,22,1,0,7,7,2.12
岩貞　祐太,51355139,2026,阪　神,1,0,0,0,0,0,0,0,0,0,7,"0
.2",3,0,1,0,0,0,0,3,1,13.5
西　勇輝,71275118,2009,オリックス,3,0,0,0,0,0,0,0,0,0,13,4,0,0,1,0,2,0,0,0,0,0
西　勇輝,71275118,2010,オリックス,18,0,0,0,1,1,0,0,0,0,128,"31
.2",21,3,14,1,31,0,0,12,12,3.41
西　勇輝,71275118,2011,オリックス,25,10,7,1,0,1,1,0,1,0.588,537,"130
.2",109,8,26,16,106,1,0,49,44,3.03
西　勇輝,71275118,2012,オリックス,19,8,3,0,0,0,2,1,0,0.727,503,123,106,3,33,5,87,2,0,41,38,2.78
西　勇輝,71275118,2013,オリックス,28,9,8,0,0,0,3,0,1,0.529,708,166,178,13,42,14,137,5,0,74,67,3.63
西　勇輝,71275118,2014,オリックス,24,12,10,0,0,0,3,1,2,0.545,640,156,146,11,35,7,119,1,0,65,57,3.29
西　勇輝,71275118,2015,オリックス,24,10,6,0,0,0,3,2,0,0.625,655,"162
.2",140,11,43,6,143,3,0,46,43,2.38
西　勇輝,71275118,2016,オリックス,26,10,12,0,0,0,2,1,0,0.455,712,"165
.1",171,4,48,8,108,2,0,80,76,4.14
西　勇輝,71275118,2017,オリックス,17,5,6,0,0,0,3,1,0,0.455,483,"117
.2",108,14,29,7,88,0,0,46,45,3.44
西　勇輝,71275118,2018,オリックス,25,10,13,0,0,0,0,0,0,0.435,679,"162
.1",162,15,36,6,119,1,0,66,65,3.6
西　勇輝,71275118,2019,阪　神,26,10,8,0,0,0,1,1,0,0.556,702,"172
.1",159,12,36,9,112,2,0,60,56,2.92
西　勇輝,71275118,2020,阪　神,21,11,5,0,0,0,4,2,2,0.688,582,"147
.2",116,15,28,4,115,1,1,44,37,2.26
西　勇輝,71275118,2021,阪　神,24,6,9,0,0,0,2,0,1,0.4,610,"143
.2",143,12,40,4,95,2,0,68,60,3.76
西　勇輝,71275118,2022,阪　神,23,9,9,0,0,0,2,2,1,0.5,599,"148
.1",132,8,26,5,93,2,0,40,36,2.18
西　勇輝,71275118,2023,阪　神,18,8,5,0,0,0,2,1,0,0.615,452,"108
.1",106,8,24,8,56,0,1,47,43,3.57
西　勇輝,71275118,2024,阪　神,21,6,7,0,0,0,1,1,1,0.462,511,"124
.2",113,5,23,5,71,0,0,39,31,2.24
西　勇輝,71275118,2025,阪　神,1,0,1,0,0,0,0,0,0,0,23,"4
.2",7,0,2,0,2,0,0,3,3,5.79
西　勇輝,71275118,2026,阪　神,2,2,0,0,0,0,0,0,0,1,41,11,6,2,1,2,8,0,0,2,2,1.64
伊原　陵人,71375150,2025,阪　神,28,5,7,0,1,1,0,0,0,0.417,448,110,95,4,25,2,81,1,1,36,28,2.29
伊原　陵人,71375150,2026,阪　神,3,2,0,0,0,0,0,0,0,1,56,"12
.1",12,2,6,2,11,0,0,6,6,4.38
大竹　耕太郎,41345136,2018,福岡ソフトバンク,11,3,2,0,0,0,0,0,0,0.6,197,"48
.2",45,6,13,1,36,0,0,21,21,3.88
大竹　耕太郎,41345136,2019,福岡ソフトバンク,17,5,4,0,0,0,1,0,0,0.556,442,106,111,13,20,4,72,0,1,47,45,3.82
大竹　耕太郎,41345136,2020,福岡ソフトバンク,3,2,0,0,0,0,0,0,0,1,60,"15
.2",13,1,3,0,8,0,0,4,4,2.3
大竹　耕太郎,41345136,2021,福岡ソフトバンク,2,0,1,0,1,1,0,0,0,0,22,4,7,0,3,0,1,0,0,7,7,15.75
大竹　耕太郎,41345136,2022,福岡ソフトバンク,2,0,2,0,0,0,0,0,0,0,35,7,10,1,2,1,5,2,0,6,5,6.43
大竹　耕太郎,41345136,2023,阪　神,21,12,2,0,0,0,1,1,1,0.857,513,"131
.2",122,10,12,3,82,0,0,36,33,2.26
大竹　耕太郎,41345136,2024,阪　神,24,11,7,0,0,0,0,0,0,0.611,587,"144
.2",134,8,33,1,91,1,0,47,45,2.8
大竹　耕太郎,41345136,2025,阪　神,16,9,4,0,0,0,1,1,0,0.692,388,98,87,5,7,8,48,1,0,31,31,2.85
大竹　耕太郎,41345136,2026,阪　神,5,2,1,0,0,0,0,0,0,0.667,132,33,34,1,5,0,20,1,0,10,10,2.73
椎葉　剛,21925159,2025,阪　神,3,0,0,0,0,0,0,0,0,0,13,3,2,0,2,0,1,0,0,0,0,0
椎葉　剛,21925159,2026,阪　神,1,0,0,0,0,0,0,0,0,0,9,2,1,0,1,0,2,0,0,0,0,0
伊藤　将司,71375153,2021,阪　神,23,10,7,0,1,1,1,0,0,0.588,557,"140
.1",119,15,34,3,79,1,0,42,38,2.44
伊藤　将司,71375153,2022,阪　神,20,9,5,0,0,0,6,2,2,0.643,539,"136
.2",119,10,22,2,92,1,0,45,40,2.63
伊藤　将司,71375153,2023,阪　神,21,10,5,0,0,0,3,2,2,0.667,572,"146
.2",120,8,21,4,91,3,0,40,39,2.39
伊藤　将司,71375153,2024,阪　神,18,4,5,0,0,0,1,0,1,0.444,323,74,90,5,16,2,33,1,0,46,38,4.62
伊藤　将司,71375153,2025,阪　神,14,4,3,0,0,0,1,1,0,0.571,348,88,78,8,12,0,49,1,0,31,30,3.07
伊藤　将司,71375153,2026,阪　神,1,0,0,0,0,0,0,0,0,0,13,"2
.1",6,0,1,0,1,0,0,3,3,11.57
髙橋　遥人,91095136,2018,阪　神,6,2,3,0,0,0,0,0,0,0.4,150,"34
.2",34,4,14,0,27,1,0,18,14,3.63
髙橋　遥人,91095136,2019,阪　神,19,3,9,0,1,1,0,0,0,0.25,474,"109
.2",115,9,38,0,125,4,0,56,46,3.78
髙橋　遥人,91095136,2020,阪　神,12,5,4,0,0,0,1,0,1,0.556,306,76,67,4,17,1,75,1,0,25,21,2.49
髙橋　遥人,91095136,2021,阪　神,7,4,2,0,0,0,2,2,1,0.667,181,49,30,1,5,0,55,0,0,10,9,1.65
髙橋　遥人,91095136,2024,阪　神,5,4,1,0,0,0,0,0,0,0.8,114,"29
.2",20,0,4,1,28,1,0,5,5,1.52
髙橋　遥人,91095136,2025,阪　神,8,3,1,0,0,0,0,0,0,0.75,174,"43
.1",38,3,8,0,48,0,0,16,11,2.28
髙橋　遥人,91095136,2026,阪　神,6,4,0,0,0,0,4,4,2,1,167,48,21,0,5,0,48,1,0,2,2,0.38
門別　啓人,53355157,2023,阪　神,2,0,0,0,0,0,0,0,0,0,37,8,13,0,1,0,5,0,0,3,3,3.38
門別　啓人,53355157,2024,阪　神,5,0,2,0,0,0,0,0,0,0,54,12,15,1,4,0,8,2,0,8,6,4.5
門別　啓人,53355157,2025,阪　神,12,2,3,0,0,0,0,0,0,0.4,198,"44
.2",55,5,15,3,28,0,0,22,22,4.43
